User,Date Created,Tweets
PerfectWithaO,2023-03-15 20:57:45+00:00,@killabit @Brianaverse @Apple @AppleSupport I've never wanted anything as much as I want these right now
orenji_san_,2023-03-15 20:54:46+00:00,@jrush2906 @jennaezarik @AppleSupport @ijustine Why the bleeding
StephonKennedy,2023-03-15 20:49:58+00:00,"@AppleSupport For the upcoming Apple CarPlay update, will it support @audi’s model years 2017 and up w/ virtual cockpit display? Asking as I have a 17 A4 w/ this display. https://t.co/90PYcbPgFm"
KozmikNano,2023-03-15 20:43:12+00:00,I forgot to @Apple @AppleSupport
AppleSupport,2023-03-15 20:41:44+00:00,"@ayobini Hi there. You’ve come to the right place. We can help you with Messages. 
Can you tell us which device you’re using with Messages? Which iOS, iPadOS or macOS are you running? Feel free to DM us and let us know. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-15 20:37:44+00:00,"@soapjunkie67 We appreciate your reaching out to us and we’d like to get you pointed in the right direction for assistance. Via Twitter, we provide mostly technical support. For requesting a refund, you may use this link https://t.co/zwr5EMckE3 
DM us any questions. https://t.co/GDrqU22YpT"
CryptoTbird,2023-03-15 20:36:33+00:00,@killabit @Brianaverse @Apple @AppleSupport Link?
AppleSupport,2023-03-15 20:32:43+00:00,"@jaydav71 Hello, we appreciate your patience, and apologize for the delayed response. You had reached out about notifications and wanting to be able to change them back. Your thought and opinions are important to Apple. We invite you to leave feedback:  https://t.co/eTPVYVFyd8"
AppleSupport,2023-03-15 20:30:29+00:00,"@RuudWJanssen Which particular macOS version (Apple menu &gt; About This Mac) is this occurring on, and are you having issues following other podcasts as well in the app? Let us know via DM, and we’ll help determine the best path forward from there. https://t.co/GDrqU22YpT"
soapjunkie67,2023-03-15 20:29:51+00:00,@AppleSupport I have a $5.99 charge for candy crush soda that’s been pending for at least 2 or 3 days and the game’s not giving me access to what I paid for and would like to stop that charge.
AppleSupport,2023-03-15 20:28:43+00:00,"@pcdavistoo We can certainly understand your concerns with your iPhone. There can be many causes for unexpected temperature which is outlined at https://t.co/XKNOa9h5en If you have further concerns, let us know in Direct Message. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-15 20:28:43+00:00,"@EtfWomd We’re happy to help. If you have the iPhone nearby, feel free to send us a DM and tell us a bit more about the situation. If you do not, please have your friend reach out. We will work with you there. https://t.co/GDrqU22YpT"
NearlyMagic,2023-03-15 20:28:27+00:00,@AppleSupport What would I do without your amazing translate app (definitely not sarcasm) https://t.co/j2KXcKYTMF
AppleSupport,2023-03-15 20:27:44+00:00,"@dreid63 Hi there. Thanks for taking the time to reach out to us. We’re here for you and want to do all we can to help you. 
Were the security settings of your Wi-Fi network changed recently? Feel free to DM us and let us know. We’ll meet you there. https://t.co/GDrqU22YpT"
faisalboukert,2023-03-15 20:27:35+00:00,@AppleSupport When will you make them more real and have more fun things to do!
AppleSupport,2023-03-15 20:26:13+00:00,"@SamNitschke2 We’re happy to help, but may need more information to do so. If you have a concern with automatic brightness on an iPhone or iPad, see https://t.co/ccK7gR53KL to learn how to disable that feature. For a Mac see https://t.co/zq2ySBDphD DM us if needed. https://t.co/GDrqU22YpT"
RaniaMikhael,2023-03-15 20:26:09+00:00,@realiberals @AppleSupport @tim_cook I have the same problem with the watch @Apple and they don’t want even to replace it although it is still under warranty @AppleSupport
PAFreePress,2023-03-15 20:24:51+00:00,"@AppleCard @AppleSupport Returned #eyeglasses @TitaniumOptix Submitted #evidence @GoldmanSachs and acknowledged. D-6891718 

“Based on our review, the original decision will remain because there is no evidence to substantiate the claim”.  Explain?#customerexperience #AppleCard https://t.co/6p1g0zNHd7"
AppleSupport,2023-03-15 20:23:14+00:00,"@troykreiner Thanks for connecting with us. We greatly value your feedback and if this is something you’d like to see in the future, we encourage you to leave feedback here: https://t.co/eTPVYVFyd8"
AppleSupport,2023-03-15 20:18:27+00:00,"@192Cam We’d like to help! As we are able to offer only technical support over Twitter, please use https://t.co/8yjRd1Xo0i and click on “Ask a Specialist” in the upper right corner to connect with our team that can discuss order details and options further."
AppleSupport,2023-03-15 20:18:27+00:00,"@TTVXWAKEupNOWX We’d be happy to get you pointed in the right direction to have this looked into further. 

You’ll want to reach out to one of our GarageBand specialists, so that they can provide you with the most accurate information: https://t.co/IBIY3vMgPj"
mxchaelmcintyre,2023-03-15 20:17:55+00:00,Thank you for sending me an empty box instead of my iPad @Apple @AppleSupport https://t.co/Vdu009J2VM
AppleSupport,2023-03-15 20:16:27+00:00,"@2realrellC Thanks for tagging us, we’re happy to help! You can already record your Mac screen with Screenshot: https://t.co/59s4KiPnu3 

Meet us in DM for more questions. Thanks. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-15 20:15:27+00:00,"@mconerv We provide support through Twitter in English. To get help in your preferred language, reach out to our support through https://t.co/IBIY3vMgPj or feel free to DM us a translation and we’ll help if we can. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-15 20:15:12+00:00,"@amielgonzaga35 Thanks for getting in touch. We’d be happy to assist. How can we help? Send us a DM, and we’ll go from there. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-15 20:14:43+00:00,"@oloboalex Thanks for reaching out. We’d like to look into this together. Please DM us, and let us know the iOS version you’re seeing this with, as well as the battery issues you’re seeing. 

We’ll go from there. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-15 20:12:27+00:00,"@zaegotohell Hey there. Happy to point you in the right direction. If a charge seems irregular, check your purchase history to see what it’s for: https://t.co/zn1CGKGEDz 

If you need to dispute a charge, use the link in step 1. 

DM us any other questions. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-15 20:12:12+00:00,"@rnywlczk Thanks for letting us know about the changes you would like to see. Please submit feedback and suggestions for this here:

 https://t.co/eGuEZUipyz 

 https://t.co/y7whngQE9A 

Meet in DM for more questions or help. Thanks. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-15 20:09:12+00:00,"@seancanlas Thanks for reaching out. We’d like to look into this together. So we can get the best options from here, please provide us with the macOS version you’re seeing this with. We’ll go from there. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-15 20:09:11+00:00,"@treasure_ray_ Thanks for reaching out. We’d like to help. The following link may be able to assist, as it walks through what to do if you see an unrecognized charge: https://t.co/4WXv2uYF0X DM us, if you still have questions. https://t.co/GDrqU22YpT"
RuudWJanssen,2023-03-15 20:08:47+00:00,@AppleSupport In @ApplePodcasts on an iMac
Anthony56391305,2023-03-15 20:08:09+00:00,@AppleSupport @RedKrawler You must use your phone 24/7
AppleSupport,2023-03-15 20:07:26+00:00,@eli_2208 Hello! We offer support via Twitter in English. Get help in your preferring language by clicking here: https://t.co/IBIY3vMgPj or join https://t.co/8qTOiJ6Kr7 .
AppleSupport,2023-03-16 23:58:26+00:00,"@birth__ofEresse We can help! Check out this link to learn how to get the bet fit for your AirPods (3rd generation): https://t.co/4k4AXq6TaN

If you still need help or have other questions about your AirPods, don’t hesitate to send over a DM, and we’ll work with you there. https://t.co/GDrqU22YpT"
vamsixplores,2023-03-16 23:56:26+00:00,"Best in Class Service @AppleSupport 👌❤️ #GeniusBar 📲🎗️

#Apple #iPhone14ProMax https://t.co/kZWMJOU9Ce"
AppleSupport,2023-03-16 23:51:41+00:00,"@JayyTheCoder We’d like to take a look at this with you. You can use this page to help with keeping your Mac at acceptable temperatures and see what processes might be causing the issue: https://t.co/PVYuLJi6bT 

DM us with additional questions. https://t.co/GDrqU22YpT"
YaeliEz,2023-03-16 23:47:14+00:00,"@TRBpodcasts @ApplePodcasts @AppleSupport I was wondering were it was all day. Checked now when I saw your tweet, and it’s finally up! 🤩"
AppleSupport,2023-03-16 23:45:55+00:00,"@sailormoon_2001 We'd be happy to look this over with you. Please DM us more details about your issue, and we’ll put together a plan to troubleshoot the behavior. Include your device type and software version as well. 

To meet with us in DM, click here: https://t.co/GDrqU22YpT"
AppleSupport,2023-03-16 23:40:40+00:00,"@Mtnbiker15 Happy to assist! If you’re getting a message that your battery needs to be serviced, you can follow the information outlined in this page under the section “Get service for your battery” to help: https://t.co/xPMjQOvfiX 

DM us with questions you may have. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-16 23:37:39+00:00,@Hklk50 We are happy to look into this with you. Meet us in DM and we can go from there. https://t.co/GDrqU22YpT
br1_____,2023-03-16 23:37:19+00:00,"@haseebashraf112 @AppleSupport same here
any news?"
iamanujpatel,2023-03-16 23:31:55+00:00,@AppleSupport my Face ID isn’t working. I don’t have anything blocking my camera. I have tried so many things but nothing works.
AppleSupport,2023-03-16 23:31:11+00:00,@yohan_j8 We offer support via Twitter in English. Get help in French here: https://t.co/IBIY3vMgPj or join https://t.co/UAAFDzGR13
Chloe_Louise_26,2023-03-16 23:28:14+00:00,@AppleSupport my App Store has not been working? When trying to update apps it comes up with Get on apps I already have instead of letting me update them?
celestee3,2023-03-16 23:26:57+00:00,"APPLE CARE FOR MY PHONE IS TWO HUNDRED AND FIFTY DOLLARS THATS HIGHWAY ROBBERY 
@AppleSupport"
AppleSupport,2023-03-16 23:26:23+00:00,"@call_me_oke We’re here to help! Please meet us in DM with more details about your situation and we’ll assist you there. Let us know the device you are using and the software version currently installed, as found in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-16 23:26:09+00:00,"@rellypops Happy to help! If you’re unable to update the software on your iPhone, we’d like to have you try the steps outlined in this page that can help you with resolving this issue: https://t.co/Kf7lYvvjM5 

DM us if you try these steps and the issue remains. https://t.co/GDrqU22YpT"
Asmvre,2023-03-16 23:19:23+00:00,@Chaoui92i @Apple @AppleSupport @AppleNews @appltrack Picogramme*
AdoniasJalin,2023-03-16 23:15:41+00:00,@Apple Run away folks! Mine got rattling and crackling right after warranty got expired… @AppleSupport said they cannot do anything. Frustrating is paying 200+ for something not reliable
AppleSupport,2023-03-16 23:13:54+00:00,"@sandarvkhajuria Happy to help! To help with narrowing this issue down, can you tell us if this lag is happening when using a specific app or apps with the Apple Pencil? Does restarting the iPad help? DM us and let us know, along with the software version the iPad is using. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-16 23:13:37+00:00,"@gordonjl101 Hi, we can help point you in the right direction! We appreciate your feedback. Please use this link to submit suggestions and requests: https://t.co/eTPVYVFyd8"
AppleSupport,2023-03-16 23:06:07+00:00,@macy1026 We can see how this could negatively affect punctuality so let's help you get this figured out. Please provide us with the following info to help us determine where to begin. Which apps are experiencing this issue? Which Apple device are you using? Let us know in DM. https://t.co/GDrqU22YpT
TopengaNFT,2023-03-16 23:03:29+00:00,@ImanGurung13 @lud_vy @AppleSupport @Apple Use the cookies to login and increase severity
MyLastSong18,2023-03-16 23:03:26+00:00,@Apple @AppleSupport  so charging is now giving me issues and sometimes refuses to charge and other times charges extremely slowly. It’s an iPhone 14 Pro Max in Deep Purple
